vOTU_ID	VIBRANT_quality	CheckV_completeness	contig_length	gene_count	predicted_temperate	ViralOrder	ViralFamily	ViralGenus	HostPhylum	HostClass	HostOrder	HostFamily	HostGenus	HostSpecies	number_of_soil_types_where_detected	detected_in_dry_soils	detected_in_wet_soils
WUA_VN31_contig_88374	medium	100	84502	130	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_88828	medium	65.18	25038	51	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_9047	medium	29.3	41805	61	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_92007	circular	100	43845	65	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_93323	medium	10.8	17409	25	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_93945	circular	100	37623	61	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_96194	medium	28.49	27471	51	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN31_contig_96457	medium	39.79	59317	69	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	1	FALSE	TRUE
WUA_VN31_contig_96767	medium	35.28	22601	26	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_100590	medium	100	45116	73	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_102027	medium	99.68	52352	76	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_104236	medium	74.09	27780	30	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Massilia putida	1	FALSE	TRUE
WUA_VN32_contig_104725	medium	15.62	17383	31	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_105458	medium	12.71	38276	46	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_1225	medium	100	66714	104	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_127868	medium	48.09	36566	53	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_134504	medium	37.17	15005	17	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_13491	medium	48.86	36176	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_136552	medium	71.1	54494	72	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_138075	circular	100	53123	89	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_140778	medium	66.52	29075	51	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_14332	medium	21.43	21002	32	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_14745	circular	53.85	36597	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_151223	medium	13.17	13788	31	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_151370	medium	8.82	14273	16	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_152640	medium	48.6	40152	65	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Phenylobacterium zucineum	1	FALSE	TRUE
WUA_VN32_contig_153001	medium	55.92	44903	61	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_154738	medium	64.54	28273	51	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_155894	medium	9.05	14547	21	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_165061	medium	38.69	34315	62	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_166824	medium	12.4	14555	19	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_173831	medium	39.44	19030	47	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_179646	medium	48.95	31132	48	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	1	TRUE	TRUE
WUA_VN32_contig_18123	medium	65.68	56431	85	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_18645	medium	51.35	52435	93	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_188221	medium	33.99	15557	21	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_188604	medium	35.68	16373	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_190243	medium	69.95	61608	116	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_19213	medium	100	41991	56	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Massilia sp001412595	1	FALSE	TRUE
WUA_VN32_contig_192646	medium	60.28	31400	46	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_194631	medium	100	48369	55	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_196593	medium	22.13	32651	59	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae	Aeromicrobium	Aeromicrobium sp003065605	2	FALSE	TRUE
WUA_VN32_contig_19783	medium	29.61	12790	21	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_199574	medium	11.94	16944	29	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	Reyranella sp013290035	1	FALSE	TRUE
WUA_VN32_contig_204991	medium	48.33	125139	169	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_208113	medium	83.75	40890	65	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_210829	medium	25.52	29216	40	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_212332	medium	13.43	36103	42	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_214328	circular	100	80420	112	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_215499	circular	100	46531	70	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_21603	medium	34.99	14845	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_216519	medium	26.05	12138	22	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_216571	circular	100	64576	95	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_217547	circular	100	41962	77	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_218174_fragment_1	medium	63.58	50086	75	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_219357	medium	40.86	17056	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_221349	circular	100	36627	59	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Massilia sp001426525	1	FALSE	TRUE
WUA_VN32_contig_226214	medium	100	20781	28	FALSE	Caudovirales	Podoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_25252	circular	100	78431	120	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium helvum	2	FALSE	TRUE
WUA_VN32_contig_25631	medium	16.52	15305	30	FALSE	Unclassified	Unclassified	Unclassified	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bog-105	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_29345	medium	64.09	49444	67	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_30941	medium	81.8	47933	74	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_3325	circular	78.23	43099	58	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_36031	medium	23.45	19668	49	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_38193	medium	98.12	69621	114	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_40355	medium	85.16	46782	62	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_47826	medium	43.07	28658	42	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_49352	medium	73.62	32723	38	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_49768	medium	53.16	50683	82	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_49818	medium	40.49	27113	32	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_50380	medium	22.91	29969	36	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_52538	medium	23.5	16631	18	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_56078	medium	14.07	23143	30	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_56326	medium	42.08	16343	30	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Massilia sp900101265	1	FALSE	TRUE
WUA_VN32_contig_56674	medium	73.92	57376	98	TRUE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_57271	medium	32.3	31893	44	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_58550	medium	31.24	25167	47	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium sp014202335	2	FALSE	TRUE
WUA_VN32_contig_62582	medium	29.77	18468	35	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_69525	medium	34.08	28108	49	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_69690	medium	58.61	25670	41	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_7253	medium	7.38	19333	24	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_74748	medium	72.58	27507	37	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Massilia	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_75442	medium	56.71	49086	63	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_80165	medium	14.88	15719	27	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_82228	medium	33.38	11873	22	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN32_contig_83572	medium	27.16	26688	44	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_8411	medium	52.11	41721	68	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_85520	medium	39.12	35377	64	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Unclassified	Unclassified	3	TRUE	TRUE
WUA_VN32_contig_8856	circular	53.89	39840	66	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_89395	medium	10.32	23479	27	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_9071	medium	54.41	47717	63	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_9087	medium	21.79	48961	77	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_91042	medium	100	38461	56	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN32_contig_91623	medium	39.92	28654	52	TRUE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus	Rhodococcus sp004345605	1	FALSE	TRUE
WUA_VN32_contig_93923	medium	37.04	16058	22	FALSE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Unclassified	2	FALSE	TRUE
WUA_VN33_contig_100296	medium	100	59878	87	FALSE	Caudovirales	Siphoviridae	Mudcatvirus	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	TRUE	TRUE
WUA_VN33_contig_101004	medium	88.71	72732	115	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_10124	medium	29.35	11115	17	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_101486	medium	11.68	33210	53	TRUE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_101796	medium	37.99	17677	18	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_105330	medium	20.66	29884	42	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_107387	medium	41.93	23770	38	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_107823	medium	39.86	16030	28	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_107985	medium	35.52	19671	42	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_110105	medium	26.3	12297	15	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	2	FALSE	TRUE
WUA_VN33_contig_113145	medium	87.49	61316	84	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_113381	medium	56.68	24368	34	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_115376	medium	16.86	12068	18	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomicrobium	Sphingomicrobium kaistensis	2	FALSE	TRUE
WUA_VN33_contig_115526	medium	100	66570	114	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_116431	medium	6.89	10824	20	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_117166	medium	77.74	67056	127	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_117805	circular	100	46658	58	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas caeni	1	FALSE	TRUE
WUA_VN33_contig_11829	medium	47.85	17877	35	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_11922	medium	46.32	19261	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_11995	medium	36.79	27115	43	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_1200	medium	30.68	28072	35	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp003148825	2	FALSE	TRUE
WUA_VN33_contig_120228	medium	100	54623	75	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_121402	medium	40.22	26953	54	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_122276	medium	28.99	21369	30	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_12259	medium	92.1	53844	76	FALSE	Unclassified	Unclassified	Unclassified	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	Mesorhizobium japonicum	1	FALSE	TRUE
WUA_VN33_contig_122725	medium	22.82	28766	42	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_122930	medium	51.52	26745	38	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_123755	medium	39.47	14754	19	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_126416	medium	100	48990	69	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_126871	medium	39.01	17474	32	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_127454	medium	97.44	151483	271	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_128320	medium	55.98	27824	38	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_128576	medium	47.22	22015	27	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_129550	medium	26.36	12696	23	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_130440	medium	36.85	16423	15	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_132705	medium	69.94	37814	65	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_135145	medium	40.88	20184	29	FALSE	Unclassified	Unclassified	Unclassified	Firmicutes	Bacilli	Bacillales_B	DSM-18226	Neobacillus	Neobacillus sp001048695	2	FALSE	TRUE
WUA_VN33_contig_136841	medium	19.63	10770	19	FALSE	Unclassified	Unclassified	Unclassified	Actinobacteriota	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_137215	medium	49.54	62363	91	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_137842	medium	40.63	20127	31	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_138867	medium	31.81	19340	21	FALSE	Caudovirales	Siphoviridae	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
WUA_VN33_contig_139543	medium	27.43	17985	22	FALSE	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	1	FALSE	TRUE
